score,vol,r_vol,theta_0,theta_1,r_theta,sigma_0,sigma_1,r_sigma
30.91205499359967,0.0001182528000949,0.783902464754646,0.0267930921976869,0.0229914526333239,0.8581112050705679,5.456504654648962e-06,4.198501192843344e-06,0.7694488429082903
-169.5727322595235,0.0002955624177977,8.374329565361478,-0.023180892939771,0.0255191989758406,-1.1008721295657142,1.7810237663779298e-06,1.4220444533866902e-05,7.984421545809598
-137.17428308412428,9.753932708076176e-05,1.4783908199474256,0.017372928550325,0.0331857746978079,1.910200378806427,2.933830240113135e-06,4.350415912872473e-06,1.4828451399099054
-79.24531352756723,9.331893584347368e-05,0.9767170427515536,0.0262892172668289,0.0273421053728897,1.040050188462221,3.690121596171808e-06,3.5472086104630617e-06,0.961271469791942
-160.08848694505494,6.779234988661703e-05,1.2304884621948333,0.0254011188297349,0.0134625537151057,0.5299984542155793,2.5983140249517955e-06,3.1334341383872168e-06,1.2059489762579214
-35.294244670108,7.321386056780605e-05,1.0752599235740368,0.0219942796939231,0.0377414655914081,1.715967338627405,2.9522713092810405e-06,3.1252062480377954e-06,1.0585769127021287
-95.62725241011552,6.739640425596433e-05,0.8739920377144224,0.028894648255533,0.0245439044954022,0.8494273499488707,2.904193936807836e-06,2.4984137151039834e-06,0.8602778497121067
-84.50189558339024,9.303645656023106e-05,1.3782180182279389,0.0198646940152684,0.0266725172448995,1.34270969512032,2.942723139520537e-06,4.047256963947935e-06,1.3753441190554412
-312.5628159926973,0.0001349841632025,0.6758487696729478,0.0485994861650868,0.0287052940648837,0.5906501555875554,6.049300026956987e-06,4.004958360511563e-06,0.6620531867595597
-93.5513670583668,5.498667074929366e-05,1.2227095827392274,0.0339407598845343,0.0371000059481152,1.0930811824581577,1.863819704717557e-06,2.269964265730325e-06,1.2179097903004064
-39.17390986697326,5.502474877879948e-05,0.6521303227813281,0.0301235872199332,0.0275595224892077,0.9148818262577728,2.5079411308881086e-06,1.627355317536443e-06,0.6488809874736439
-108.99416197925687,9.899689982005875e-05,1.5703930259145062,0.0258017975946726,0.0350974513385627,1.3602715551031763,2.7536939801768768e-06,4.242239016043993e-06,1.5405629843340485
-169.4566073084057,8.48364282184931e-05,1.0651955541531126,0.0346191676142159,0.0239848692727192,0.6928205074136471,2.895247301211222e-06,3.018559272392974e-06,1.0425911704088853
-80.1145535896046,6.75739709945734e-05,0.9151529859128906,0.026574724062383,0.0279238454626505,1.050767089701496,2.576722322802769e-06,2.324678767247929e-06,0.9021844327871988
-85.06304381680691,5.208178182930355e-05,0.8540742694571242,0.0249880535290286,0.0272102692084431,1.0889311237000894,2.1173608436550493e-06,1.803874772862436e-06,0.8519449003073727
-98.41469488481194,5.900978973430401e-05,1.2894947020041405,0.0207126891225459,0.0270261153498575,1.304809587492889,1.897033793045021e-06,2.419790536993496e-06,1.2755653303937051
-178.28896979956147,7.288261544557842e-05,0.6796826928592901,0.0255590562087439,0.0279788421892503,1.0946743088142126,3.2715554301175208e-06,2.2190473035497773e-06,0.6782851004514586
-131.73775388597062,6.949753547365792e-05,1.0255082578153756,0.0284129460927458,0.0238802015744485,0.8404690417001662,2.6953056000275576e-06,2.708014504857919e-06,1.0047151999499542
-29.45110568223672,5.612741665963249e-05,1.4407075073046598,0.0183136612658017,0.0395820451598806,2.161339809958952,1.7113525791447826e-06,2.4304259266017867e-06,1.4201783759933024
-48.28242187414246,9.024265436130624e-05,1.543241754542221,0.0222258962290415,0.0282674190176104,1.2718235848089092,2.5436589138434384e-06,3.850014345632219e-06,1.5135733508447848
-67.4363075013429,0.0001079963086231,1.926522981966311,0.0186528059164038,0.0609120845754342,3.2655722065850883,2.4997084419922373e-06,4.781019727875109e-06,1.912630948297592
-46.54151310469344,0.0002183322506475,2.8823134564344834,0.018566975875242,0.0507190236785503,2.7316793008914817,3.553026675451623e-06,9.832527716617148e-06,2.767366703028578
-73.20599617693675,5.8890471275169416e-05,0.772849117881253,0.0285802750062891,0.0262324661886852,0.9178521264372976,2.375355358404285e-06,1.866939034002496e-06,0.7859619940220933
-99.65482673346236,6.422162784624511e-05,0.7201652785905602,0.0310813482835863,0.0226419013316823,0.7284723019444808,2.665190332741852e-06,1.8832797086117995e-06,0.7066210939893169
-84.37455577130528,0.0005411439932786,2.872109026606638,0.0374569671135566,0.0644507088033493,1.720660100641812,8.429409076909796e-06,2.2352339459537776e-05,2.6517089460951984
-70.52696437501747,6.127769781047928e-05,1.0682360125623023,0.0178835819760974,0.0239937998394028,1.3416663323640745,1.971723299086414e-06,2.1185360322840813e-06,1.0744590953840694
-44.405606367307534,0.000117011766739,0.7320630068997385,0.0175656898505142,0.0205269181626468,1.1685802457707568,4.429230296621796e-06,3.2095245839671806e-06,0.7246235506009039
-128.42689403587045,0.0001221102495841,0.9750248218133617,0.0212182678467283,0.0330153718907701,1.5559880820271963,4.112582953728191e-06,3.993506749139341e-06,0.9710458838329564
-113.51169791318588,9.621176260045464e-05,0.8393137070651612,0.0215615858177112,0.018811859984947,0.872471076292287,3.476102699368621e-06,2.8802838182589872e-06,0.8285957197933609
-127.58607662271729,9.669819961491946e-05,0.9937534619110024,0.0169788801271631,0.0209731431256491,1.2352489073820536,3.1193484594059067e-06,3.118700241397138e-06,0.9997921944222634
-68.24861076907241,9.542816412682e-05,0.7067710726866402,0.032129263504265,0.0266389364736011,0.8291175572718912,3.679199543098909e-06,2.5802517919892377e-06,0.7013079235751233
-49.60072593278581,0.0001321074982382,0.821634546361072,0.0283928704336398,0.035892090675553,1.2641233565813788,5.223935324540412e-06,4.274779000044092e-06,0.8183062642377135
-139.98095692461948,7.942280387421391e-05,0.8214174079520821,0.0406890611442288,0.0230888031185132,0.5674449709387805,3.246708557329007e-06,2.6264840857583435e-06,0.8089682333295392
-62.99355584956208,7.222266663313761e-05,1.1952732187756225,0.0186678180820418,0.0275965572340446,1.4782958090100604,2.3518663059848807e-06,2.7693784655614078e-06,1.1775237642182586
-100.74545083272616,5.940408462024224e-05,1.001834610580377,0.0221373621261189,0.0212054968615074,0.9579053159404214,2.124768669568499e-06,2.117176939660882e-06,0.996427032261748
-138.64439873251126,6.700955583164805e-05,0.9884980602812513,0.0148647590534484,0.0362635179733091,2.43956311992131,2.552316637381513e-06,2.489950300696672e-06,0.975564812072524
-279.53204076543,0.0001098202807685,0.7129230142255951,0.0400965192733952,0.0310301651581489,0.7738867542734079,4.720125330600514e-06,3.2816356984911188e-06,0.6952433396664947
-133.0908069708711,0.0001839902656541,0.4582955568408218,0.0475204965956886,0.0309723165961333,0.6517675280132357,8.531678083976222e-06,3.811630292658819e-06,0.4467620853882937
-59.14641400704588,6.694541571667275e-05,1.0451644076405036,0.0233255496134331,0.0318058566996368,1.36356301252254,2.253345094307353e-06,2.36593482095191e-06,1.049965594230992
-170.6914646108625,0.0001097799361212,0.6656960114544668,0.0174790036589897,0.0210123756673441,1.202149509050367,4.515295449147846e-06,3.066628970905227e-06,0.6791646317372166
-189.0789927647804,0.0001028531371634,0.7675696410529596,0.0398403248036406,0.0371507609793585,0.9324914182417424,4.164395018421556e-06,3.235934136221274e-06,0.7770478357376867
-173.7958707019065,7.682782816676241e-05,1.0254816885949927,0.0237364706986115,0.0207554616752049,0.8744122889515772,2.729593545630961e-06,2.7531257277110814e-06,1.008621130467496
-167.70911269234196,4.936760494472735e-05,1.1950103209548206,0.0238730038756029,0.0360906576865693,1.511776979329039,1.6698648050348245e-06,1.957735522663123e-06,1.1723916312029194
-211.07720329163925,5.7134581921935984e-05,0.7543448021849206,0.0227303104119541,0.0133662576614358,0.5880367412143374,2.263087216892733e-06,1.7021570574729014e-06,0.7521393982375983
-58.60185735356441,9.790116049559328e-05,2.5137167523055917,0.0156583746733574,0.0275643044868545,1.7603554048144523,1.6571677606399452e-06,4.059919628045665e-06,2.449914682432546
-122.4080680549948,7.025389275302319e-05,0.9302703971146178,0.0259188862372294,0.0216461120685152,0.835148234009497,2.451104352876232e-06,2.2551657822707145e-06,0.9200611061803248
-107.61288195517648,7.598764791220028e-05,1.0118380606656312,0.0199722317472128,0.0242173533691941,1.2125511898575725,2.5691029730319397e-06,2.565960329709416e-06,0.998776754627778
-44.61997340617212,6.230748163359385e-05,1.0214390668748636,0.0342362599075916,0.0315720657150612,0.9221820899910989,2.072419438171167e-06,2.1244090383947897e-06,1.025086427615011
-203.6587143663368,0.0001252531403137,0.999075193013059,0.019924373517007,0.0304479618733577,1.5281766248443356,4.229933186380214e-06,4.2703627558940605e-06,1.00955796882183
-20.89550585758253,7.088897970424186e-05,1.4943415471214843,0.0181916723508543,0.0199813349751323,1.0983781254280345,1.8631252749490144e-06,2.7921940171876296e-06,1.4986614452235585
-101.4784190369636,6.630807463962647e-05,0.8216712278906335,0.0283262423805316,0.0185421667498973,0.6545932390468123,2.6513396501908352e-06,2.147088382229344e-06,0.8098126477589557
-189.59826205426333,7.998739820299427e-05,0.7451300104083066,0.0272065048723882,0.0460327464742676,1.691975749556351,3.441380197207313e-06,2.53512594458631e-06,0.7366596537759966
-60.31970029864826,5.166662434672202e-05,1.1051725409673983,0.0233373587929597,0.0266067801515311,1.1400938892689794,1.8023693979188475e-06,1.987202484450846e-06,1.102550058132046
-223.2076674701904,9.145817951525184e-05,0.8492327744260327,0.0270346132333292,0.0295364353570082,1.0925414431523923,3.849338329778691e-06,3.188653475356085e-06,0.8283640465397618
-531.468080062354,9.632599661163756e-05,0.9123060281634204,0.0247770289401713,0.0452611664307354,1.8267390549539528,4.0682464173358126e-06,3.6909079697268382e-06,0.9072478879349488
-175.24502628212656,9.624779777831604e-05,0.8581486135283571,0.0492443238373292,0.0267901925279215,0.5440260001623461,4.242613328539918e-06,3.627855942757271e-06,0.8550993601874592
-77.53407862930061,5.14182200247854e-05,0.8909650075893002,0.0361727866428875,0.0274465611387053,0.7587626966556089,2.226726184236767e-06,1.965429485196249e-06,0.8826543196508554
-168.50300295429813,8.3308396159382e-05,0.8807275808555082,0.0334944236484509,0.0230393081623331,0.6878550413092032,3.583219873973784e-06,3.247339064252135e-06,0.90626285253627
-204.99623550126395,0.0001112656922299,2.5945081768359906,0.0221957105400329,0.0484038389127013,2.1807744710582027,2.102154450307204e-06,5.471170674446315e-06,2.60264923619041
-146.6174008157747,6.800182159686765e-05,0.8074921081880293,0.0308350397452793,0.0248285639468103,0.8052061600021581,2.959054961908094e-06,2.435728971137104e-06,0.8231442141130314
-103.3523054486724,6.767836953347917e-05,0.8927125983697015,0.0227988729865657,0.0268514181819548,1.1777519966788306,2.8865072229336734e-06,2.542875693830385e-06,0.8809524790469634
-39.79363951874736,6.272633233193978e-05,1.1968644876495926,0.0298923122296867,0.0353148343432138,1.1814018959745056,2.1646716767816708e-06,2.6505522798480823e-06,1.224459260163091
-108.13262626122444,6.891156056796549e-05,1.246715229572147,0.0162453051377429,0.0273511158417637,1.6836320161336034,2.423904457170088e-06,3.002009913249896e-06,1.2385017504999958
-48.948124527954384,4.965357081117684e-05,1.3728904857374502,0.0136853392842001,0.0214324273938041,1.5660866675441574,1.6547113631736433e-06,2.2396446097098183e-06,1.3534956364923405
-106.95911150621464,5.48916396049256e-05,0.7096064776483565,0.0374713150180642,0.0261463209004486,0.6977689704202786,2.550247380263501e-06,1.7992263587763967e-06,0.7055105213324417
-53.74073692566528,4.85453643761429e-05,0.9824999314672658,0.0332738381332865,0.0266892697317225,0.8021097423390738,1.888418003072816e-06,1.8553861410709368e-06,0.9825081830674512
-83.29408984819193,5.8980425438746665e-05,1.0108418664503072,0.0251239614680876,0.0254821285053525,1.0142559937341038,2.2766029981408137e-06,2.2810281617196488e-06,1.001943757248167
-158.68648390607413,0.0001000378796204,0.8609140333287972,0.0418087826428173,0.029557650271593,0.7069722771914032,4.189678366043996e-06,3.685863476426131e-06,0.8797485521320386
-71.07384833043223,6.697158560290543e-05,0.9715914225720377,0.0286900113257473,0.0316950396218109,1.1047412725615364,2.647676568531964e-06,2.574301455484528e-06,0.972286980245431
-69.33665675144591,4.589640726449259e-05,1.0510540276007736,0.0274704023801044,0.0284529052206216,1.0357658700051948,1.7982389148562098e-06,1.8639104729396748e-06,1.0365199293269194
21.624910896941167,7.202813646087936e-05,0.9945639612673562,0.0231789668265606,0.0241806949426537,1.0432171167761124,2.900915558553669e-06,2.8556190263557585e-06,0.9843854358103088
-89.2490762426704,6.235170535278982e-05,0.8029118416351451,0.0305791824401097,0.0419051701425994,1.3703822927467744,2.6325799788875144e-06,2.138459917921354e-06,0.8123057742105265
-46.0201981002907,4.3111521084666845e-05,1.0505746863066066,0.0204461087478806,0.020451132319659,1.000245698183471,1.633682441831746e-06,1.7197013771174365e-06,1.0526534001242265
-180.1789860085304,6.774429947273637e-05,0.8438519296605441,0.0178433546764779,0.0309386565913359,1.7339035821622064,2.8815688477027238e-06,2.404703816857691e-06,0.8345120120155366
-66.61959880792092,6.368797575054082e-05,1.0515470069160293,0.0207187696111817,0.0402941974064662,1.9448161335178795,2.3883863742693143e-06,2.5342817055934203e-06,1.0610853138737824
-318.38544747154464,9.820698446089628e-05,0.7729107046058633,0.0227534622230336,0.026625099027162,1.170155942255201,4.114561568518379e-06,3.1951755553362724e-06,0.7765531034420344
-20.582684895066905,8.4845825984054e-05,1.2285344739732806,0.0244937583308597,0.0413949272001178,1.6900194180475896,2.836756035953427e-06,3.4326137286646377e-06,1.2100489732494548
-95.50755677721033,4.821702834781551e-05,0.4739671200390946,0.0237702692642862,0.0164809418416446,0.6933426650915773,2.2136705632452674e-06,1.066452340057642e-06,0.4817574745603565
-18.59488945697406,4.400535731345685e-05,1.9762521916647515,0.0201815670369248,0.0150306442178812,0.7447709184515126,1.0359490718234549e-06,2.016117199410442e-06,1.9461547427825927
-73.56861470544251,6.009438178116668e-05,0.7492966914718432,0.0272779057137063,0.0270640129181804,0.992158753029987,2.476892937264443e-06,1.809568940879604e-06,0.7305802013704102
35.236606723770905,7.152770414995035e-05,0.8259179989017967,0.0227603544645075,0.0275453079935097,1.2102319424094992,2.7360840782517005e-06,2.2932271132669457e-06,0.8381420481538232
51.07947492083803,0.0001091157190559,0.41416173224460145,0.0396012973508558,0.0400347146987349,1.0109445239644317,5.251839938176214e-06,2.136253866282341e-06,0.4067629424030371
-33.8819299102843,4.6230251480899706e-05,0.945273204719612,0.0239236535887597,0.0298359968852777,1.2471337947852517,1.7552456192766307e-06,1.637935252292186e-06,0.9331658397570646
-108.4942000151048,5.349074954254324e-05,0.8398935977671406,0.0197548956275116,0.026427877362622,1.3377887618812463,2.210740177812638e-06,1.8237517967681817e-06,0.8249507631297712
-13.072174640964054,4.4529136830007496e-05,0.9606655214750097,0.0254969876131085,0.035249639170164,1.3825021098587156,1.7317752014222148e-06,1.6465673109749604e-06,0.950797372327957
-63.93265622301601,7.1005260300403e-05,1.5866207045548115,0.0285824433629982,0.0478848730919839,1.675324690889581,1.932104066589012e-06,3.039850373255536e-06,1.5733367709443151
-43.06116503415012,5.305677375517866e-05,0.952211795110944,0.0196856671510942,0.0184441130392958,0.936931062469506,2.007598621712249e-06,1.87748907227831e-06,0.9351914530988418
-41.54705114307854,3.8518345361033337e-05,0.9932417399568202,0.0161417031342391,0.0222555363949223,1.378760110369938,1.3992362615477686e-06,1.3988337005149604e-06,0.9997122994565886
-61.87353176344815,5.268559922421304e-05,1.3137215236922393,0.0263242283692295,0.0277341553734795,1.053560050629938,1.5338905754179242e-06,2.103320969342503e-06,1.3712327352747646
-30.10616130743309,3.598654193703817e-05,1.063285487465007,0.0296080862417036,0.0354547468035169,1.197468371109314,1.2678605395733067e-06,1.3518005183576335e-06,1.066206003077102
-117.23224761163772,3.994464912150733e-05,0.8576445059128999,0.0286286846080382,0.0278860504255513,0.97405978679585,1.564296365502383e-06,1.3262869901310486e-06,0.8478489238866855
-55.54515338716978,4.666125646928685e-05,0.9951430987522023,0.0272510245617105,0.0264279294811714,0.9697958115785652,1.6557619580411929e-06,1.6378380853283904e-06,0.9891748493038172
-38.08546048917414,3.671164863266948e-05,0.8916088390792719,0.0185114757888011,0.020442163056348,1.104296777284223,1.3985641021080632e-06,1.2352299739331642e-06,0.8832129839964399
-52.44315089063978,5.5965915460548497e-05,0.7161944861188908,0.0365658011025357,0.0275576130364776,0.7536444493367508,2.1843488821932934e-06,1.5882798931843422e-06,0.7271182301197044
-72.99663361580042,4.4467404069118354e-05,0.92331544454342,0.031980551726465,0.022983559070509,0.7186730006127234,1.6064226510388078e-06,1.4552845972536283e-06,0.9059163827854118
-48.11220137462752,6.239687619230871e-05,0.9240423537020883,0.0200315147187595,0.0194657738176821,0.971757457734958,1.877375774970964e-06,1.9786483188097056e-06,1.053943672433031
-23.020074817793315,7.152697660147778e-05,1.0592747337294757,0.0269383807749587,0.024703465877927,0.9170360343592296,2.258699378340557e-06,2.4176655373325858e-06,1.0703795115527148
-61.28226220223248,5.240954374759671e-05,1.0053899988036132,0.0194193402509928,0.0296862003692442,1.5286925294862406,1.70201335934526e-06,1.7086946228061278e-06,1.0039255058864156
-33.24973948519996,5.096352477405086e-05,1.3536360385803126,0.0228003932231637,0.0218323149722589,0.9575411598637968,1.3903730307580196e-06,1.8645448446201324e-06,1.3410392774977795
-89.51214378811494,6.000235177426677e-05,1.0372629390489614,0.0214018729489815,0.0200076194415656,0.934853668613976,1.8591819159948703e-06,1.938943061256667e-06,1.0429012054041604
-81.93066508838804,5.047882679349373e-05,0.7665602437903459,0.019190322333573,0.0288349701682981,1.5025787304183027,1.7442516442745036e-06,1.406445762287698e-06,0.8063319113984203
-357.99579736640936,0.0002318963088101,0.8516119717189802,0.0315412009367437,0.0322190183492686,1.021489905025628,7.393352461434128e-06,6.389748513355845e-06,0.8642559037576832
-58.72309460893682,8.521247279635305e-05,1.5768194564845905,0.0283341125469181,0.0294407199742713,1.0390556586348254,1.9998122518859537e-06,2.990735123999072e-06,1.495507951398244
-54.02876953888224,7.70968861865889e-05,0.94045133141521,0.0280255807478103,0.0254009535834273,0.9063488750509427,2.361956206063089e-06,2.244071246376381e-06,0.950090116241741
-66.498623673321,6.947260317494256e-05,1.2555489575864607,0.0274723489933782,0.0296538960913392,1.0794088302564444,1.821025714552743e-06,2.2980370751390423e-06,1.2619465264956224
-43.47738215250524,7.320865657664976e-05,1.3230186080805104,0.0304782496664055,0.0467696264502607,1.5345246843952525,1.89168116911222e-06,2.448329558029655e-06,1.2942612095560877
-125.51750396458723,8.811989808560353e-05,1.2535832783774186,0.023109740590848,0.0218157870219561,0.9440083040393624,2.266524999593856e-06,2.826526565638399e-06,1.2470749566604786
-98.95125223617804,6.616764623614521e-05,1.2884791529789166,0.0177547689921893,0.0259808219762491,1.463315123259479,1.7273518965896753e-06,2.1906655896309456e-06,1.268221949422115
-97.69515230694344,6.784055760528318e-05,1.1511095350035567,0.0192326199012373,0.0349965463055496,1.8196452945705108,1.9051146605979252e-06,2.1359557245271707e-06,1.1211691184281765
-170.32082757794836,0.0001287832940955,1.8632720950433315,0.0320671469953799,0.0156053446272106,0.4866458693521738,2.3594853356751427e-06,4.2776795503264095e-06,1.8129714500227632
-190.2239351553512,0.0001555416964658,1.0524782282482368,0.032422952022287,0.0229990953929707,0.7093461254595669,4.085699581078977e-06,4.212638778125727e-06,1.0310691460612056
-55.231951455051096,0.0004119062646325,3.7102753313799166,0.0128448648894906,0.0413055861529556,3.215727569602604,3.891356987451974e-06,1.368910170851038e-05,3.5178221254570325
-209.68287058321948,0.0001522913539657,0.8455378264282254,0.0474553667606121,0.0379504400296535,0.7997080756133221,4.150478371526531e-06,3.495937983394978e-06,0.8422976029409315
-45.52156012318353,8.564647779966209e-05,0.9610306642500362,0.0276247961039826,0.0277748876604761,1.005433218617381,2.2615516420025138e-06,2.1704876003590942e-06,0.9597338217035868
-78.76503344144186,9.268838173284196e-05,1.4610082080053233,0.0197488184414406,0.0323876787354747,1.639980580686933,1.8679675292982303e-06,2.6782402339330934e-06,1.4337723712677548
-272.2438368867822,0.0001591261538021,0.48901092269809765,0.0500896271169561,0.0226397343079381,0.4519844848330735,5.579815427153419e-06,2.6507106673113445e-06,0.4750534676132867
-85.63267107117282,0.0001108295043373,1.4759084376211078,0.0220958594153392,0.0231731777041016,1.04875656875399,2.3713921972267887e-06,3.507544922576109e-06,1.4791078956395267
-122.83106910428636,0.0001014643043558,1.038581428909953,0.0261404268783083,0.0439350951940741,1.6807336543739464,2.8751906464187745e-06,2.924158094189004e-06,1.017031026388188
-216.0779016312793,0.0001094631135259,0.7590456559095207,0.0282933982064113,0.0341441768339588,1.2067895338998789,3.6888197017648754e-06,2.7190753710046397e-06,0.7371125701003298
-317.6536890915735,6.680262912489236e-05,0.8755501654954259,0.0329342090854498,0.0362862894007714,1.1017811087135685,2.1180671074275262e-06,1.771710719994106e-06,0.836475253206645
-231.6721576892048,7.537322399042756e-05,0.746288812161392,0.0286082343330396,0.0418971774272719,1.4645146197954917,2.581154757062145e-06,1.7578958152445917e-06,0.6810501425514749
-176.97017464619503,8.045589320025179e-05,1.1859265910030607,0.0230071541628856,0.0319263968898319,1.387672576269104,2.0199287470084234e-06,2.417374297040809e-06,1.196762163329283
-234.96133930619004,7.778194971262944e-05,0.9484075778596387,0.0253417968664766,0.0203429660856686,0.8027436330917517,2.23636588293166e-06,2.058554825955528e-06,0.920491070654754
-228.8048596969472,0.0001423623122336,1.1959688679450615,0.0263441248589393,0.024826660579536,0.9423983796186602,3.150301780531471e-06,3.7651545239363342e-06,1.195172648920363
-105.24811207541516,8.996459646688816e-05,0.8320030616730101,0.0162872728041939,0.0312596015311383,1.91926554598441,2.5807138028494927e-06,2.129597606609568e-06,0.8251971234695511
-221.38813778320247,8.846043225881125e-05,0.8823271405963394,0.0207707161365257,0.0204710840148724,0.9855742999093624,2.7119725560267874e-06,2.3602009210337552e-06,0.8702893824602709
-226.3085864131291,7.390581844502224e-05,1.0154138145774063,0.0133235678565223,0.0249030432098319,1.869097187630652,2.0784607203658207e-06,2.0800945173144475e-06,1.000786061017472
-233.2229965193271,0.0001154257196033,0.894752706637111,0.0224183436768782,0.027748925695533,1.237777692031396,3.5194727668314548e-06,3.107654885237822e-06,0.8829887574426699
-99.46578862120684,7.048445430473626e-05,0.7831536197225151,0.0342512479676333,0.0252064709879736,0.7359285422765667,2.3447590880752875e-06,1.8197891617714184e-06,0.7761092263278978
-106.8236449793858,7.79214473101309e-05,1.042902294629948,0.01823437311836,0.0247740068512249,1.3586431894541118,2.1945922642656634e-06,2.294201041889586e-06,1.045388284304945
